ind,0.0,15.0,23.0,37.0,59.0,93.0,147.0,233.0,368.0,582.0,920.0,1454.0,2297.0,3630.0,5736.0,9063.0,14320.0,22625.0,35748.0,56483.0,89243.0
0,0.21422550239226795,3.3936095594225e-05,2.0423670961545223e-06,1.209373355714195e-07,1.4067978841885811e-08,2.576971967808353e-09,5.025456450727352e-10,7.668937106827999e-11,7.507777010812527e-12,4.5260025708244986e-13,1.7986838921240473e-14,5.534331654686885e-16,2.4983418921189792e-17,-3.507130559236914e-17,-6.8151330724494394e-18,-2.570541174432816e-17,9.320235810424359e-18,0.0,-1.3082548179935808e-17,-1.8312407651226466e-17,-1.569629733920078e-17
1,0.6182876881619296,0.0005686717952136932,4.749210374292674e-05,3.679526192250723e-06,5.036552759531525e-07,1.0205956335157997e-07,2.1474418526709176e-08,3.53115624646467e-09,3.7666544766633944e-10,2.5108527226000394e-11,1.1119687831229014e-12,3.6118508380693985e-14,8.979092619789451e-16,-1.1669380696530104e-16,-3.568508303798638e-17,-1.1071850763708326e-16,3.089401818298905e-17,-1.0491495421222946e-17,-5.869031958989513e-17,-8.032103130976572e-17,-7.015439462985204e-17
2,0.941355617865405,0.004463463750108012,0.0005141739256158291,5.21517793943113e-05,8.43058007665826e-06,1.897219119305985e-06,4.3259140091171517e-07,7.703181494991005e-08,8.99962381519472e-09,6.666625044062013e-10,3.307022945672434e-11,1.1973510817685293e-12,3.090540223378123e-14,2.5234556518179207e-16,-8.894899318578871e-17,-2.6099985717758937e-16,4.982072649399159e-17,-4.732874651708161e-17,-1.4406597881424895e-16,-1.9637233240008162e-16,-1.7078571916292435e-16
3,1.0,0.021876262136685858,0.0034494870827597975,0.0004578455885343329,8.77117257667736e-05,2.2011575744731973e-05,5.464742482020021e-06,1.059515724843203e-06,1.363292230942118e-07,1.128125597987245e-08,6.296651478739632e-10,2.5580562363836544e-11,7.346275908913253e-13,1.3059852566610651e-14,4.048522588248011e-18,-4.4105016641460284e-16,4.205586516027916e-17,-1.2153586542063375e-16,-2.6388872743970403e-16,-3.6224921356719797e-16,-3.006986710376168e-16
4,0.8287337953786845,0.07535641850526731,0.016110257650810558,0.00279346339306186,0.0006362117163304766,0.00017881601311749097,4.858789191058425e-05,1.0316958196708331e-05,1.4707204208472546e-06,1.3669969939575816e-07,8.62506870442894e-09,3.9483240060964034e-10,1.2721155959918966e-11,2.609025778483989e-13,3.629274992020888e-15,-5.16538155160084e-16,-3.1588343031673697e-19,-2.235237438773924e-16,-3.950059093362469e-16,-5.55705690556233e-16,-4.234058473815915e-16
5,0.5687544738661433,0.1948282671497952,0.05582524089863706,0.012604955834823102,0.003421972420321431,0.0010820077556120045,0.00032357529604173924,7.572042918979053e-05,1.2033947188933779e-05,1.2635736468439273e-06,9.05604388471887e-08,4.691190604997038e-09,1.7030719404017867e-10,3.954894408945771e-12,6.623577659035689e-14,8.658643186446164e-16,4.282508486107216e-17,-2.8286207783013207e-16,-4.783100264248615e-16,-7.057220950054723e-16,-4.705399191687154e-16
6,0.3353981787836201,0.39458970360452333,0.14950279453034857,0.043734013949285576,0.014179927268717174,0.0050668029473974995,0.001677567652270293,0.0004355440627140788,7.767789525188967e-05,9.26877687541995e-06,7.583636111391485e-07,4.465109092433069e-08,1.8341790803022373e-09,4.835969838526111e-11,9.2765156503115e-13,2.3279644540182925e-14,1.7953930754385515e-15,3.016792741096642e-16,-3.5409872206754545e-17,-3.2191642497969247e-16,2.4427687022199027e-17
7,0.17424582037883116,0.645700100104176,0.318556412794765,0.11986552227599495,0.046460072093126,0.01884339161053944,0.006950294664963438,0.002016089971368657,0.0004062619236978987,5.542602065114651e-05,5.203852889221048e-06,3.498462427346041e-07,1.633165522442332e-08,4.908094360440672e-10,1.0784104635674206e-11,3.1395997001802187e-13,2.7301574108379856e-14,9.429540178180921e-15,7.31034135458767e-15,6.882256357560908e-15,7.316977680151916e-15
8,0.08119369366718156,0.8745354424604095,0.5524083366868094,0.2648644720337124,0.12268567477234528,0.056711546283541234,0.0234511931062486,0.007655142228466323,0.0017551191973103008,0.00027548188039399734,2.983676490993902e-05,2.301207319565037e-06,1.2263124924142796e-07,4.2178784917700065e-09,1.0647303595832968e-10,3.528000868777374e-12,3.3653895753417927e-13,1.2384524622281787e-13,1.0035296659952175e-13,9.843797991516362e-14,9.889803496723107e-14
9,0.034395363004145516,1.0,0.7944453490961803,0.4798199535796838,0.2651028579814388,0.1401584396599094,0.06538369468902748,0.024192137649990293,0.006355060364726953,0.0011547612370421106,0.00014505196709834774,1.2897094066209312e-05,7.882062360033741e-07,3.11569728641516e-08,9.064929501065889e-10,3.421562122820782e-11,3.5770205009959173e-12,1.371168604052319e-12,1.1234662696943938e-12,1.1057561664328233e-12,1.105922250251344e-12
10,0.01338615183559725,0.9818383467990385,0.9633861400956413,0.7232499387853751,0.47492780655685196,0.287940576119893,0.15242016677110687,0.06437252022424113,0.019507768164798225,0.004128951472500383,0.0006047561591823956,6.229764195299569e-05,4.387187158277956e-06,2.0015795273365973e-07,6.733648627506234e-09,2.900519103478927e-10,3.325586309427902e-11,1.327033049144065e-11,1.0968813591156894e-11,1.0805514673500455e-11,1.0802850061981915e-11
11,0.004826559396683022,0.8399983293749036,1.0,0.9197443486055839,0.714012220804007,0.4971378443742128,0.30012928908910297,0.14562282873637797,0.05124040936524193,0.012708376358782851,0.0021820152952927397,0.00026173487890135264,2.134275524232379e-05,1.1287214591690673e-06,4.4050030046965975e-08,2.1693937184048113e-09,2.729654149599757e-10,1.1339845981864249e-10,9.453927836107694e-11,9.319682306453294e-11,9.317140751205986e-11
12,0.0016234050580938427,0.63432222804106,0.900848284392795,1.0,0.9115720310172222,0.7289023263086779,0.5038583011792565,0.2824450594459193,0.11607840837424832,0.033924142500078115,0.006863852932963902,0.0009635715343753652,9.14293821984547e-05,5.629511326410629e-06,2.5569870681256237e-07,1.442382047986218e-08,1.9928948162796147e-09,8.619715624192113e-10,7.247916096680515e-10,7.149853753148566e-10,7.147969723331142e-10
